1e-06 -9.999998840936486e-08 -9.999998854155756e-08 -2.60143763745201e-15 11.999998609323779 9.999480410360917e-11 0.02 1.0 
2e-06 -2.576858075700393e-06 -2.4768581591904718e-06 -4.877172528821002e-10 11.999981386785388 2.4764168582239486e-09 0.04 1.0 
3e-06 -4.853713241199528e-06 -4.753713456811461e-06 -9.187133233294499e-10 11.999965554942753 4.753181533489511e-09 0.06 1.0 
4e-06 -7.130565397608819e-06 -7.030565745342433e-06 -1.3497680440233328e-09 11.999949723121043 7.030256032465395e-09 0.08 1.0 
4.9999999999999996e-06 -9.407414544932184e-06 -9.307415024787304e-06 -1.780881414884685e-09 11.999933891320254 9.307640354733938e-09 0.1 1.0 
5.999999999999999e-06 -1.168426068317354e-05 -1.1584261295149991e-05 -2.212053435834443e-09 11.99991805954039 1.1585334499877483e-08 0.12000000000000001 1.0 
6.999999999999999e-06 -1.3961103812336806e-05 -1.3861104556434413e-05 -2.643284106793542e-09 11.999902227781448 1.386333846747837e-08 0.14 1.0 
8e-06 -1.62379439324259e-05 -1.613794480864449e-05 -3.074573427682921e-09 11.99988639604343 1.6141652257118944e-08 0.16 1.0 
9e-06 -1.851478104344474e-05 -1.8414782051784134e-05 -3.505921398423514e-09 11.999870564326335 1.8420275868381543e-08 0.18 1.0 
1e-05 -2.0791615145397238e-05 -2.0691616285857266e-05 -3.937328018936257e-09 11.999854732630165 2.069920930084851e-08 0.19999999999999998 1.0 
1.1000000000000001e-05 -2.3068446238287316e-05 -2.29684475108678e-05 -4.368793289142091e-09 11.999838900954916 2.2978452554102184e-08 0.21999999999999997 1.0 
1.2000000000000002e-05 -2.534527432211889e-05 -2.5245275726819658e-05 -4.800317208961948e-09 11.999823069300591 2.525800562772492e-08 0.23999999999999996 1.0 
1.3000000000000003e-05 -2.762209939689588e-05 -2.7522100933716756e-05 -5.231899778316767e-09 11.999807237667188 2.7537868521299045e-08 0.25999999999999995 1.0 
1.4000000000000003e-05 -2.98989214626222e-05 -2.979892313156301e-05 -5.663540997127484e-09 11.999791406054708 2.9818041234406924e-08 0.27999999999999997 1.0 
1.5000000000000004e-05 -3.2175740519301765e-05 -3.207574232036234e-05 -6.095240865315038e-09 11.999775574463152 3.2098523766630884e-08 0.3 1.0 
1.6000000000000003e-05 -3.4452556566938494e-05 -3.435255850011865e-05 -6.526999382800365e-09 11.999759742892522 3.437931611755328e-08 0.32 1.0 
1.7000000000000003e-05 -3.672936960553631e-05 -3.662937167083588e-05 -6.958816549504401e-09 11.99974391134281 3.666041828675645e-08 0.34 1.0 
1.8000000000000004e-05 -3.9006179635099126e-05 -3.890618183251793e-05 -7.390692365348087e-09 11.999728079814023 3.894183027382277e-08 0.36000000000000004 1.0 
1.9000000000000004e-05 -4.128298665563086e-05 -4.118298898516873e-05 -7.822626830252358e-09 11.999712248306158 4.122355207833455e-08 0.38000000000000006 1.0 
2.0000000000000005e-05 -4.3559790667135437e-05 -4.345979312879219e-05 -8.25461994413815e-09 11.99969641681922 4.350558369987415e-08 0.4000000000000001 1.0 
2.1000000000000006e-05 -4.583659166961676e-05 -4.573659426339222e-05 -8.686671706926405e-09 11.9996805853532 4.5787925138023925e-08 0.4200000000000001 1.0 
2.2000000000000006e-05 -4.811338966307876e-05 -4.801339238897276e-05 -9.118782118538061e-09 11.999664753908105 4.807057639236622e-08 0.4400000000000001 1.0 
2.3000000000000007e-05 -5.039018464752534e-05 -5.02901875055377e-05 -9.550951178894048e-09 11.999648922483932 5.035353746248339e-08 0.46000000000000013 1.0 
2.4000000000000007e-05 -5.266697662296043e-05 -5.2566979613090974e-05 -9.983178887915311e-09 11.999633091080682 5.263680834795777e-08 0.48000000000000015 1.0 
2.5000000000000008e-05 -5.494376558938794e-05 -5.4843768711636503e-05 -1.0415465245522789e-08 11.999617259698356 5.4920389048371735e-08 0.5000000000000001 0.0 
2.600000000000001e-05 -9.999999297301194e-08 -5.4843768586978644e-05 -1.0379039036518757e-08 11.999998609323747 5.4927924267788794e-08 0.5200000000000001 0.0 
2.700000000000001e-05 -9.999999297301194e-08 -5.484376846231734e-05 -1.038046546952353e-08 11.999998609323749 5.4935459492186374e-08 0.5400000000000001 0.0 
2.800000000000001e-05 -9.999999297301191e-08 -5.484376833765461e-05 -1.038189190248768e-08 11.999998609323747 5.494299471615026e-08 0.5600000000000002 0.0 
2.900000000000001e-05 -9.999999297301193e-08 -5.484376821299045e-05 -1.038331833541121e-08 11.999998609323749 5.495052994033099e-08 0.5800000000000002 0.0 
3.000000000000001e-05 -9.99999929730119e-08 -5.484376808832486e-05 -1.0384744768294116e-08 11.999998609323747 5.49580651638612e-08 0.6000000000000002 0.0 
3.100000000000001e-05 -9.999999297301189e-08 -5.484376796365784e-05 -1.0386171201136402e-08 11.999998609323747 5.496560038739142e-08 0.6200000000000002 0.0 
3.2000000000000005e-05 -9.999999297301189e-08 -5.484376783898939e-05 -1.0387597633938067e-08 11.999998609323747 5.4973135610487944e-08 0.6400000000000002 0.0 
3.3e-05 -9.999999297301187e-08 -5.484376771431951e-05 -1.0389024066699107e-08 11.999998609323747 5.498067083380132e-08 0.6600000000000003 0.0 
3.4e-05 -9.999999297301186e-08 -5.48437675896482e-05 -1.0390450499419528e-08 11.999998609323747 5.498820605668101e-08 0.6800000000000003 0.0 
3.5e-05 -9.999999297301183e-08 -5.484376746497546e-05 -1.0391876932099328e-08 11.999998609323747 5.499574127912701e-08 0.7000000000000003 0.0 
3.5999999999999994e-05 -9.999999297301183e-08 -5.484376734030129e-05 -1.0393303364738506e-08 11.999998609323747 5.500327650168144e-08 0.7200000000000003 0.0 
3.699999999999999e-05 -9.999999297301182e-08 -5.484376721562569e-05 -1.0394729797337064e-08 11.999998609323747 5.501081172401903e-08 0.7400000000000003 0.0 
3.799999999999999e-05 -9.99999929730118e-08 -5.484376709094866e-05 -1.0396156229894997e-08 11.999998609323747 5.501834694559768e-08 0.7600000000000003 0.0 
3.8999999999999986e-05 -9.99999929730118e-08 -5.48437669662702e-05 -1.039758266241231e-08 11.999998609323747 5.5025882167664224e-08 0.7800000000000004 0.0 
3.999999999999998e-05 -9.999999297301179e-08 -5.484376684159032e-05 -1.0399009094889002e-08 11.999998609323747 5.50334173894055e-08 0.8000000000000004 0.0 
4.099999999999998e-05 -9.999999297301179e-08 -5.484376671690901e-05 -1.0400435527325071e-08 11.999998609323749 5.504095261065888e-08 0.8200000000000004 0.0 
4.199999999999998e-05 -9.999999297301179e-08 -5.4843766592226265e-05 -1.040186195972052e-08 11.999998609323749 5.504848783174964e-08 0.8400000000000004 0.0 
4.2999999999999975e-05 -9.999999297301177e-08 -5.4843766467542094e-05 -1.0403288392075347e-08 11.999998609323747 5.5056023052623554e-08 0.8600000000000004 0.0 
4.399999999999997e-05 -9.999999297301175e-08 -5.484376634285649e-05 -1.040471482438955e-08 11.999998609323747 5.506355827333483e-08 0.8800000000000004 0.0 
4.499999999999997e-05 -9.999999297301174e-08 -5.484376621816946e-05 -1.0406141256663134e-08 11.999998609323747 5.507109349382928e-08 0.9000000000000005 0.0 
4.5999999999999966e-05 -9.999999297301174e-08 -5.4843766093481e-05 -1.0407567688896095e-08 11.999998609323747 5.507862871410689e-08 0.9200000000000005 0.0 
4.699999999999996e-05 -9.999999297301171e-08 -5.484376596879111e-05 -1.0408994121088431e-08 11.999998609323747 5.5086163934167653e-08 0.9400000000000005 0.0 
4.799999999999996e-05 -9.99999929730117e-08 -5.484376584409979e-05 -1.041042055324015e-08 11.999998609323747 5.509369915412e-08 0.9600000000000005 0.0 
4.899999999999996e-05 -9.999999297301171e-08 -5.484376571940704e-05 -1.0411846985351245e-08 11.999998609323749 5.510123437374708e-08 0.9800000000000005 0.0 
4.9999999999999955e-05 -9.999999297301169e-08 -5.484376559471286e-05 -1.0413273417421716e-08 11.999998609323747 5.5108769593157324e-08 0.0 1.0 
5.099999999999995e-05 -5.7320544983421117e-05 -5.722054824358996e-05 -1.0902397028943463e-08 11.999600733044437 5.749263774130124e-08 0.02 1.0 
5.199999999999995e-05 -5.959732779965823e-05 -5.949733119194473e-05 -1.1334803258314963e-08 11.999584901704873 5.97768516720405e-08 0.04 1.0 
